Customer ID,Age,Gender,Location,Income Level,Purchase Date, Purchase Value ,Items Purchased,Quantity,First Purchase Date,Last Purchase Date,Time Since Last Purchase, Total Spending , Average Order Value ,Number of Purchases,Average Time Between Purchases,Repeat Purchase Rate,Website Visits,Click-Through Rate,Time Spent on Website
9455,59,Female,Lindsaytown,High,23-12-2022, $335.65 ,Smartphone,1,16-02-2022,23-11-2022,164," $3,058.05 "," $3,058.05 ",3,121.67,70%,16,0.04,258
7316,32,Male,West Stephaniehaven,Medium,07-03-2023, $364.43 ,Tablet,2,02-05-2022,01-06-2022,261," $4,251.86 "," $2,125.93 ",6,67,70%,19,0.01,176
7442,40,Female,South Tammy,Medium,31-12-2022, $37.23 ,Laptop,3,14-03-2023,12-04-2023,49," $2,631.22 ", $877.07 ,7,-8.29,9%,16,0.04,378
9262,57,Female,West Keith,Low,11-02-2023, $302.35 ,Headphones,4,04-09-2022,05-12-2022,30," $3,350.35 ", $837.59 ,5,40.6,49%,15,0.02,533
9162,23,Male,Debrastad,Low,13-06-2023, $469.58 ,Headphones,3,24-08-2022,12-02-2023,98," $3,691.03 "," $1,230.34 ",10,27.5,62%,26,0.09,374
1453,45,Male,North Kaylamouth,Low,07-05-2023, $94.77 ,Smartwatch,4,17-03-2022,05-04-2022,365," $2,498.44 ", $624.61 ,7,64.14,68%,41,0.05,581
4153,26,Female,Buckleymouth,High,08-02-2023, $194.02 ,Smartphone,4,10-02-2022,02-06-2022,307," $3,222.53 ", $805.63 ,1,445,91%,27,0.09,461
4320,61,Female,North Josephchester,Low,28-10-2022, $157.31 ,Camera,5,07-12-2022,12-03-2023,-15," $3,138.06 ", $627.61 ,5,37.6,86%,29,0.01,58
5830,35,Female,Lake Stephanie,High,06-04-2023, $113.43 ,Camera,5,07-02-2023,12-02-2023,37," $1,288.39 ", $257.68 ,8,0.88,22%,6,0.03,406
5027,20,Female,Joseberg,Low,06-09-2022, $482.75 ,Smartphone,2,23-02-2023,10-04-2023,30," $2,056.70 "," $1,028.35 ",3,16,38%,3,0.08,185
4743,36,Male,East Jenniferbury,Low,16-10-2022, $156.62 ,Tablet,4,09-10-2022,22-10-2022,208," $2,181.88 ", $545.47 ,10,15.4,88%,2,0.03,464
5820,56,Female,Davidhaven,Low,25-08-2022, $117.47 ,Tablet,2,27-05-2023,26-06-2023,-144, $363.82 , $181.91 ,10,-10.5,48%,32,0.06,87
7298,29,Male,Justinhaven,Medium,16-11-2022, $326.95 ,Smartwatch,1,06-07-2022,04-01-2023,168," $2,315.32 "," $2,315.32 ",5,59.2,64%,10,0.08,274
9217,25,Male,Hannahside,Low,03-03-2023, $390.16 ,Headphones,4,06-03-2022,03-05-2022,359," $2,290.32 ", $572.58 ,6,75.5,83%,23,0.03,77
8174,43,Female,North George,Medium,09-08-2022, $70.74 ,Headphones,2,09-12-2021,03-12-2022,116," $1,423.84 ", $711.92 ,5,87.2,93%,23,0.02,207
4405,33,Female,Stephaniechester,High,20-10-2022, $151.84 ,Tablet,5,10-09-2022,07-11-2022,129," $4,088.07 ", $817.61 ,1,228,57%,43,0.03,288
6782,21,Female,East Stephanieton,High,19-10-2022, $15.13 ,Laptop,4,04-12-2022,17-05-2023,-95," $2,652.60 ", $663.15 ,2,66,48%,35,0.09,338
3415,21,Female,Debraport,Low,20-12-2022, $38.34 ,Camera,2,22-08-2021,21-02-2023,22, $931.84 , $465.92 ,3,224.33,86%,27,0.09,507
7184,30,Male,Scotttown,Low,02-03-2023, $402.36 ,Laptop,1,02-09-2021,07-10-2021,585, $740.95 , $740.95 ,3,175,84%,35,0.07,582
4061,56,Female,Jamesburgh,Medium,27-06-2022, $460.64 ,Smartwatch,4,02-02-2023,02-03-2023,15," $4,153.78 "," $1,038.44 ",6,8.33,39%,31,0.1,282
7057,32,Female,West Ashleymouth,High,22-09-2022, $79.53 ,Laptop,4,31-12-2021,20-02-2023,65," $4,704.83 "," $1,176.21 ",8,55.62,10%,46,0.03,369
8672,32,Male,South Bonniemouth,Medium,18-07-2022, $240.90 ,Tablet,4,20-02-2022,28-09-2022,233, $848.93 , $212.23 ,10,35.2,41%,35,0.03,539
5516,54,Female,East Ryanhaven,High,17-01-2023, $219.55 ,Tablet,3,21-08-2022,26-03-2023,-84, $695.65 , $231.88 ,9,17.22,27%,7,0.06,599
6486,27,Female,West Joshua,High,28-01-2023, $457.70 ,Camera,3,05-07-2021,25-10-2022,138," $1,310.30 ", $436.77 ,10,71.9,86%,6,0.09,248
7140,26,Female,Lake Crystalchester,Medium,21-04-2023, $366.87 ,Smartphone,5,23-04-2022,24-11-2022,207," $3,246.73 ", $649.35 ,10,36,4%,6,0.08,470
9652,33,Male,Shawmouth,Medium,13-10-2022, $281.71 ,Smartwatch,4,19-03-2023,19-05-2023,-123," $2,692.18 ", $673.04 ,1,-4,29%,7,0.06,557
4245,51,Female,Amandaburgh,High,07-01-2023, $391.41 ,Laptop,1,19-03-2023,08-06-2023,-87," $4,833.09 "," $4,833.09 ",7,3.43,31%,47,0.08,170
5928,46,Female,Port Hannah,Medium,01-05-2023, $120.13 ,Headphones,2,10-02-2022,20-08-2022,310, $148.04 , $74.02 ,2,236.5,39%,2,0.09,142
4149,64,Female,East Michelle,Low,22-09-2022, $17.32 ,Smartphone,5,17-02-2023,18-04-2023,-33," $1,829.90 ", $365.98 ,10,-3,61%,49,0.05,390
8455,22,Male,Johnsonland,Medium,07-03-2023, $425.68 ,Headphones,5,08-11-2021,08-02-2022,424," $2,182.41 ", $436.48 ,4,147,32%,41,0.03,404
7664,64,Female,East Lorraineton,High,26-06-2022, $376.37 ,Tablet,5,18-09-2022,21-09-2022,216," $1,692.11 ", $338.42 ,4,50.5,50%,34,0.09,386
4963,34,Male,Angelamouth,Low,18-05-2023, $139.49 ,Smartwatch,1,15-02-2023,11-06-2023,-73," $4,103.01 "," $4,103.01 ",2,25,66%,19,0.04,566
5337,54,Female,Judithtown,High,23-05-2023, $402.08 ,Headphones,1,20-02-2023,17-03-2023,68," $1,873.20 "," $1,873.20 ",9,0.67,2%,13,0.04,230
1350,43,Male,Garciaberg,Low,19-06-2023, $310.30 ,Smartphone,1,18-07-2021,25-10-2021,595," $3,735.68 "," $3,735.68 ",4,151,16%,11,0.05,349
9064,56,Male,Lake Christopher,High,29-07-2022, $408.61 ,Laptop,4,06-03-2022,07-11-2022,230," $2,402.07 ", $600.52 ,10,37,79%,47,0.06,256
9500,50,Male,Huynhberg,Low,21-07-2022, $142.15 ,Camera,5,22-01-2022,24-03-2023,-7," $1,074.27 ", $214.85 ,6,62.17,17%,8,0.04,77
5277,30,Male,Kevinton,Low,02-12-2022, $62.31 ,Headphones,5,17-02-2022,12-12-2022,183," $1,362.04 ", $272.41 ,3,121.67,16%,11,0.05,280
4185,22,Female,Tylerland,Medium,20-10-2022, $354.53 ,Camera,1,01-06-2022,02-11-2022,73, $877.14 , $877.14 ,7,55,41%,31,0.05,421
4335,63,Male,Edwardstad,High,26-12-2022, $150.05 ,Tablet,1,11-02-2023,19-03-2023,71," $3,547.58 "," $3,547.58 ",3,44.33,33%,8,0.05,368
4437,27,Male,Port Zachary,Low,01-04-2023, $308.02 ,Smartwatch,5,17-04-2023,02-05-2023,-101, $631.64 , $126.33 ,9,-9.67,58%,2,0.09,117
9673,22,Female,Petersonton,High,15-10-2022, $216.83 ,Headphones,3,22-02-2022,19-02-2023,48," $2,039.04 ", $679.68 ,8,59.12,49%,46,0.1,496
8957,19,Male,Susanland,High,25-07-2022, $231.73 ,Headphones,3,06-10-2022,14-12-2022,165," $1,391.08 ", $463.69 ,2,123,6%,18,0.08,386
1332,57,Female,East Eric,High,27-08-2022, $210.16 ,Tablet,1,08-09-2021,28-12-2022,118," $3,502.47 "," $3,502.47 ",6,104.17,70%,50,0.07,170
6878,61,Male,Juliaville,High,29-07-2022, $193.41 ,Smartwatch,3,21-04-2023,15-05-2023,21," $2,247.87 ", $749.29 ,3,-24.33,28%,9,0.05,117
1587,64,Male,Atkinsmouth,Medium,05-07-2022, $417.54 ,Smartwatch,5,07-07-2021,13-05-2023,15," $4,494.88 ", $898.98 ,5,127.6,3%,19,0.05,415
5719,25,Female,Michaelville,Low,06-12-2022, $249.88 ,Laptop,5,24-04-2022,23-05-2022,372," $2,433.38 ", $486.68 ,5,54.6,33%,9,0.06,598
1784,52,Male,Davidstad,High,09-05-2023, $189.18 ,Headphones,3,21-01-2022,19-03-2023,99," $2,152.31 ", $717.44 ,8,55.12,68%,2,0.01,48
7671,38,Female,Connerville,Low,07-04-2023, $85.15 ,Smartphone,4,12-07-2021,20-10-2021,516," $2,715.22 ", $678.80 ,8,78.5,8%,35,0.02,211
9134,20,Male,Donaldborough,Low,28-01-2023, $127.07 ,Smartwatch,5,25-08-2022,03-12-2022,201," $3,525.12 ", $705.02 ,4,47.25,12%,6,0.04,124
5603,22,Male,Adrianstad,Low,21-11-2022, $104.78 ,Smartwatch,2,08-03-2022,16-04-2022,392," $4,872.67 "," $2,436.34 ",9,44.44,96%,28,0.01,554
6609,43,Female,Kevinland,Low,24-09-2022, $116.48 ,Laptop,5,22-04-2023,05-05-2023,-59, $459.87 , $91.97 ,3,-32.33,50%,12,0.09,479
7668,19,Female,Port Joshua,Medium,22-08-2022, $260.70 ,Smartphone,2,23-07-2021,13-04-2022,424," $4,741.77 "," $2,370.89 ",5,121.8,41%,40,0.04,96
4997,57,Female,Heatherland,High,10-04-2023, $71.67 ,Tablet,2,17-02-2023,28-04-2023,-79," $4,381.31 "," $2,190.66 ",9,9.56,39%,46,0.06,94
3338,36,Male,East Catherine,Medium,12-04-2023, $286.93 ,Smartwatch,2,25-02-2023,22-06-2023,-167," $3,683.92 "," $1,841.96 ",1,88,7%,36,0.06,109
3538,19,Male,East Robert,High,26-01-2023, $126.81 ,Smartwatch,5,15-12-2021,06-01-2023,99," $2,286.26 ", $457.25 ,3,161,66%,6,0.08,150
9339,40,Female,New Nicholasstad,Low,06-04-2023, $313.99 ,Camera,4,10-03-2023,06-04-2023,41," $2,379.88 ", $594.97 ,8,-4.88,98%,13,0.08,300
6733,35,Male,East Jessicafort,High,04-12-2022, $495.80 ,Laptop,2,11-06-2023,26-06-2023,-144, $458.00 , $229.00 ,9,-1.33,6%,25,0.04,563
6688,53,Male,Port Kristen,High,17-02-2023, $103.49 ,Camera,4,04-03-2022,09-09-2022,186," $3,288.97 ", $822.24 ,6,74.17,77%,29,0.05,576
3571,23,Female,Lake Robert,Medium,24-06-2023, $295.13 ,Tablet,2,21-11-2021,20-01-2023,4, $786.61 , $393.31 ,9,55.78,5%,36,0.09,280
7360,39,Male,Lake Justin,Low,10-11-2022, $215.27 ,Smartphone,4,16-07-2022,29-10-2022,156," $1,702.35 ", $425.59 ,10,23.6,38%,12,0.01,62
6927,42,Female,New Matthewchester,High,25-05-2023, $241.81 ,Camera,1,13-01-2022,13-04-2023,9," $4,441.52 "," $4,441.52 ",10,51.2,72%,8,0.07,85
6489,26,Female,East Ruthburgh,Low,07-10-2022, $220.06 ,Laptop,4,20-05-2023,01-06-2023,-147, $353.81 , $88.45 ,10,-13.8,99%,20,0.04,37
9964,39,Female,Lake Eric,High,14-08-2022, $264.69 ,Smartwatch,1,15-12-2022,24-06-2023,-98," $1,430.41 "," $1,430.41 ",3,60.33,93%,21,0.01,416
6741,65,Female,Port Kelseyshire,Low,05-11-2022, $209.15 ,Tablet,3,09-01-2023,25-05-2023,-132," $2,742.75 ", $914.25 ,4,-2,18%,36,0.03,169
8637,40,Male,Toddhaven,Medium,16-10-2022, $483.11 ,Camera,2,19-04-2022,01-06-2023,-98," $4,572.55 "," $2,286.28 ",5,65.6,13%,16,0.02,242
5201,49,Female,Port Melissaview,Low,29-11-2022, $402.11 ,Smartwatch,2,18-12-2021,25-05-2023,-128," $4,017.93 "," $2,008.96 ",1,392,12%,44,0.01,432
2349,49,Male,Jillview,Low,14-06-2023, $401.92 ,Camera,5,20-04-2022,20-04-2022,262," $1,290.67 ", $258.13 ,5,75.8,84%,34,0.07,54
8091,41,Female,Reedfurt,Low,17-02-2023, $445.13 ,Smartphone,1,01-02-2023,18-06-2023,-137," $4,198.49 "," $4,198.49 ",2,57,94%,45,0.02,275
8699,47,Female,West Jamesmouth,Medium,09-12-2022, $94.05 ,Smartphone,3,18-10-2021,09-02-2023,-20," $4,160.66 "," $1,386.89 ",3,174.33,95%,14,0.04,438
5757,27,Male,Port Amanda,Low,11-03-2023, $166.41 ,Tablet,3,05-12-2022,28-12-2022,175," $1,898.99 ", $633.00 ,5,18.8,30%,38,0.05,228
8301,65,Female,North Jessica,Medium,04-11-2022, $497.90 ,Headphones,4,09-09-2021,14-11-2022,214," $2,136.80 ", $534.20 ,8,72,82%,11,0.04,383
2121,42,Male,Rebeccaville,High,30-03-2023, $102.65 ,Laptop,2,29-05-2023,25-06-2023,-165," $1,893.56 ", $946.78 ,5,1.8,57%,5,0.08,302
6284,34,Male,Langberg,Medium,30-04-2023, $244.51 ,Headphones,4,20-12-2022,15-06-2023,-137," $1,628.76 ", $407.19 ,1,147,23%,11,0.06,599
8172,39,Male,New Cassandraport,High,25-09-2022, $381.50 ,Tablet,1,21-07-2022,26-09-2022,100," $1,707.49 "," $1,707.49 ",10,16.9,18%,31,0.07,472
3489,42,Male,Carterborough,Medium,12-01-2023, $460.47 ,Smartwatch,1,19-07-2022,18-04-2023,-78," $2,597.21 "," $2,597.21 ",2,105,14%,47,0.07,514
1334,32,Male,New Crystal,Low,22-09-2022, $348.08 ,Smartwatch,3,24-08-2022,28-02-2023,12, $681.07 , $227.02 ,6,22.83,73%,29,0.06,574
2166,42,Female,Fosterport,High,07-06-2023, $100.52 ,Tablet,2,18-12-2021,24-03-2022,442," $2,840.81 "," $1,420.40 ",2,225.5,21%,18,0.04,185
4361,47,Female,Michelleville,Medium,29-09-2022, $66.20 ,Laptop,2,26-01-2023,02-04-2023,-88," $3,077.56 "," $1,538.78 ",3,0,20%,38,0.08,147
4433,40,Female,East Derrick,Low,19-01-2023, $243.95 ,Laptop,3,01-01-2023,24-01-2023,125," $1,230.93 ", $410.31 ,3,41,39%,32,0.07,369
5702,20,Female,Jillianview,High,09-04-2023, $209.91 ,Tablet,1,18-05-2022,01-09-2022,211," $4,773.35 "," $4,773.35 ",6,53.67,22%,2,0.02,381
6932,50,Female,Michaelstad,Medium,23-02-2023, $488.95 ,Camera,5,16-03-2023,18-04-2023,-27," $1,544.28 ", $308.86 ,7,3.71,20%,28,0.08,135
2746,42,Female,Lake Sharon,Medium,14-04-2023, $270.33 ,Headphones,3,22-09-2022,04-12-2022,58," $3,120.75 "," $1,040.25 ",4,31,49%,32,0.05,458
3499,35,Female,Amandabury,Medium,06-04-2023, $20.84 ,Headphones,3,22-03-2023,16-04-2023,51, $358.65 , $119.55 ,2,-8,59%,7,0.02,324
6209,55,Female,North Francesshire,Medium,24-10-2022, $324.27 ,Headphones,4,01-02-2022,23-02-2022,464," $4,565.62 "," $1,141.40 ",7,61.29,84%,26,0.06,332
5197,42,Female,North Joseport,Medium,23-11-2022, $141.60 ,Camera,2,31-10-2021,10-10-2022,255," $4,399.15 "," $2,199.57 ",3,151.67,38%,4,0.1,568
6005,21,Female,West Johnfurt,High,02-03-2023, $360.95 ,Camera,5,25-11-2022,10-06-2023,-91, $484.41 , $96.88 ,6,14.5,12%,8,0.09,346
1062,19,Female,Delgadofurt,Medium,12-05-2023, $133.65 ,Camera,1,16-07-2021,07-09-2021,482," $1,362.89 "," $1,362.89 ",4,146.75,69%,11,0.03,219
9804,48,Female,Hugheshaven,High,27-03-2023, $83.63 ,Laptop,4,01-12-2022,17-02-2023,19," $4,146.00 "," $1,036.50 ",7,9.71,28%,28,0.09,79
8990,45,Female,Morenoview,Medium,04-08-2022, $136.57 ,Camera,4,28-09-2021,30-10-2021,568," $2,329.77 ", $582.44 ,4,145.75,87%,7,0.02,129
9521,65,Female,Billymouth,Low,01-08-2022, $331.92 ,Camera,3,22-08-2021,22-11-2022,98," $1,681.24 ", $560.41 ,7,81.71,95%,43,0.01,257
6040,60,Female,Smithmouth,Low,03-11-2022, $88.51 ,Camera,3,02-11-2022,19-01-2023,-2," $2,571.65 ", $857.22 ,9,24.11,93%,26,0.01,438
4941,63,Female,Port Anitaside,Medium,25-10-2022, $183.19 ,Camera,4,03-05-2023,22-05-2023,-44," $3,775.39 ", $943.85 ,6,-19.67,82%,27,0.07,139
6604,29,Male,Jennifermouth,Low,07-09-2022, $233.78 ,Smartwatch,2,07-06-2023,16-06-2023,-142," $1,209.13 ", $604.57 ,10,-8,65%,43,0.07,127
2249,28,Female,Port Brandiborough,High,12-02-2023, $18.85 ,Smartphone,3,07-04-2023,07-04-2023,-46," $3,837.50 "," $1,279.17 ",8,8.5,55%,8,0.03,519
6790,19,Female,Griffithhaven,Medium,03-08-2022, $98.41 ,Laptop,5,11-08-2021,16-05-2023,-93," $2,367.40 ", $473.48 ,9,64.33,35%,2,0.09,87
3294,58,Male,Jessicabury,High,15-08-2022, $44.66 ,Headphones,5,16-09-2022,30-11-2022,199," $2,423.59 ", $484.72 ,7,39.14,29%,46,0.08,200
4420,19,Male,Millerland,Medium,09-04-2023, $289.72 ,Smartphone,1,13-11-2022,04-03-2023,63," $3,546.68 "," $3,546.68 ",7,10.14,97%,48,0.07,349
2887,41,Female,West Christopherstad,Medium,19-06-2023, $228.31 ,Camera,5,16-02-2023,24-04-2023,-89, $414.39 , $82.88 ,6,12,85%,12,0.05,109
5547,43,Female,West Donnastad,Medium,18-03-2023, $34.60 ,Camera,5,28-04-2022,28-06-2022,231, $325.81 , $65.16 ,2,193.5,47%,45,0.05,66
2987,47,Female,New Jonathan,High,18-03-2023, $174.64 ,Laptop,3,10-01-2022,23-01-2023,-14," $1,807.28 ", $602.43 ,2,215.5,20%,11,0.07,172
6499,35,Female,Johnsonland,High,26-10-2022, $481.86 ,Headphones,3,13-07-2021,30-08-2022,284, $244.89 , $81.63 ,4,166.75,37%,12,0.07,478
1316,22,Female,Michelleton,Medium,24-01-2023, $398.15 ,Headphones,4,08-01-2023,29-03-2023,-30," $3,938.61 ", $984.65 ,8,21,42%,3,0.05,322
4530,42,Male,Port Rebecca,Low,29-10-2022, $107.08 ,Headphones,1,25-11-2021,31-12-2021,457," $3,738.95 "," $3,738.95 ",1,530,52%,11,0.09,476
5158,29,Female,New Rachel,Medium,24-09-2022, $266.09 ,Camera,3,11-10-2022,19-02-2023,99, $103.17 , $34.39 ,3,62.33,13%,35,0.09,43
7640,19,Male,West Colleen,Medium,30-11-2022, $489.46 ,Tablet,4,04-02-2023,17-04-2023,42," $1,806.43 ", $451.61 ,7,-2.14,54%,10,0.08,458
1843,42,Female,Jeffreyfort,Medium,12-08-2022, $346.72 ,Camera,2,31-12-2022,18-01-2023,68, $179.73 , $89.86 ,5,11,50%,10,0.06,439
2494,65,Male,Kimberlystad,Low,13-10-2022, $17.57 ,Smartphone,1,21-03-2022,30-07-2022,226," $1,743.82 "," $1,743.82 ",1,410,48%,33,0.03,55
7068,26,Female,Lake Richard,Medium,12-01-2023, $465.50 ,Laptop,2,22-08-2021,20-03-2023,-29," $1,765.19 ", $882.60 ,4,154,55%,36,0.01,106
1803,23,Male,Port Davidport,Medium,19-05-2023, $42.12 ,Camera,2,08-02-2022,02-01-2023,33," $4,946.11 "," $2,473.05 ",5,97.4,84%,46,0.08,587
4935,64,Male,Port Lauren,High,28-02-2023, $39.85 ,Smartphone,5,09-02-2022,10-05-2023,8," $3,290.42 ", $658.08 ,1,436,13%,35,0.04,159
4409,33,Female,North Gregoryfort,Medium,27-04-2023, $433.87 ,Camera,1,26-03-2023,29-04-2023,-13," $2,246.29 "," $2,246.29 ",3,-26.33,93%,23,0.1,508
3490,57,Male,South Kimberly,Low,27-03-2023, $205.11 ,Headphones,5,09-04-2022,30-08-2022,151," $2,906.61 ", $581.32 ,10,36,48%,7,0.02,214
5526,42,Male,Adamsmouth,High,15-11-2022, $52.20 ,Laptop,2,15-08-2022,24-10-2022,120," $1,215.71 ", $607.86 ,2,144,94%,6,0.09,589
7747,43,Male,North Julie,High,18-05-2023, $154.03 ,Laptop,1,21-09-2021,18-10-2022,247," $3,951.34 "," $3,951.34 ",3,161.33,45%,2,0.08,142
2439,31,Male,Port Kimberly,High,01-05-2023, $224.61 ,Smartwatch,5,27-04-2022,28-05-2022,232," $3,944.15 ", $788.83 ,4,102.5,95%,43,0.09,54
7034,20,Male,Hooverstad,Low,03-03-2023, $196.49 ,Smartwatch,4,25-03-2023,02-06-2023,-114," $1,124.13 ", $281.03 ,7,3.86,19%,1,0.06,162
8950,48,Male,East Melissa,Low,16-11-2022, $222.28 ,Camera,1,05-07-2022,22-01-2023,145," $3,514.45 "," $3,514.45 ",8,34.88,51%,42,0.1,114
1177,26,Female,Butlerburgh,Medium,13-12-2022, $456.25 ,Tablet,3,15-09-2021,09-11-2022,120," $2,970.21 ", $990.07 ,4,156.25,35%,9,0.06,325
3637,61,Male,Lake Kevin,Low,04-01-2023, $16.33 ,Smartwatch,2,15-05-2023,18-05-2023,-91," $4,136.23 "," $2,068.11 ",5,-4.2,6%,31,0.04,120
3394,40,Female,Port Williamton,High,29-10-2022, $275.46 ,Tablet,3,20-09-2021,25-09-2022,246," $1,454.72 ", $484.91 ,5,116.8,71%,21,0.09,455
8988,51,Male,West Meganmouth,Low,12-11-2022, $171.33 ,Laptop,2,17-07-2022,28-03-2023,73," $3,164.38 "," $1,582.19 ",10,31.8,50%,37,0.08,400
7261,62,Male,Port Samanthaport,Medium,18-06-2023, $107.59 ,Laptop,5,17-03-2022,03-11-2022,158," $2,464.48 ", $492.90 ,7,41.43,7%,15,0.03,553
1473,55,Male,Lake Kristiechester,Medium,02-09-2022, $368.68 ,Smartwatch,3,04-12-2021,23-12-2021,386," $1,622.76 ", $540.92 ,1,486,22%,27,0.08,228
2193,28,Female,East Catherine,Medium,28-11-2022, $379.98 ,Laptop,1,05-09-2021,10-03-2023,61," $1,781.22 "," $1,781.22 ",1,551,62%,4,0.03,538
6917,39,Female,West Michaelfurt,High,23-06-2023, $90.51 ,Smartwatch,4,01-07-2022,17-02-2023,-45, $572.75 , $143.19 ,3,99.67,98%,14,0.02,545
6049,50,Female,Ashleyside,High,03-05-2023, $441.74 ,Laptop,2,23-10-2021,14-09-2022,209," $2,621.64 "," $1,310.82 ",8,57.88,7%,27,0.03,308
6400,58,Female,Hernandezstad,Low,23-07-2022, $44.47 ,Headphones,5,23-10-2021,22-11-2021,494, $567.73 , $113.55 ,10,44.2,40%,19,0.02,564
9869,24,Male,Kathleenstad,Low,23-07-2022, $409.70 ,Smartwatch,1,04-07-2022,10-06-2023,-127, $754.92 , $754.92 ,4,68.75,62%,50,0.05,83
4761,59,Male,Floresshire,High,30-07-2022, $398.68 ,Tablet,4,24-10-2021,25-06-2022,351," $2,855.62 ", $713.90 ,4,146.5,57%,7,0.01,77
4475,42,Female,Froststad,High,28-06-2022, $331.09 ,Smartphone,4,25-03-2022,17-11-2022,166, $759.55 , $189.89 ,3,121.67,43%,1,0.03,104
8133,55,Male,Sotoport,High,20-11-2022, $20.96 ,Smartwatch,5,30-04-2022,01-02-2023,-22," $2,949.01 ", $589.80 ,10,42.2,70%,23,0.02,173
8230,38,Male,South Kimberlyfurt,Low,17-09-2022, $335.45 ,Tablet,2,25-01-2023,08-05-2023,-38," $3,984.99 "," $1,992.49 ",5,29.6,1%,1,0.02,213
7772,43,Male,Jonathanburgh,High,01-03-2023, $123.56 ,Camera,3,23-08-2021,21-11-2021,406," $2,850.17 ", $950.06 ,10,60.5,79%,4,0.03,513
5190,29,Male,Shawnbury,Medium,14-12-2022, $281.23 ,Tablet,5,22-09-2021,11-03-2023,-16," $2,799.62 ", $559.92 ,9,53.44,53%,7,0.02,490
4048,54,Female,Taylorfort,High,03-03-2023, $191.07 ,Headphones,5,08-08-2022,14-05-2023,-60," $2,981.47 ", $596.29 ,10,16.9,3%,46,0.08,179
3979,30,Male,Melissachester,High,25-06-2023, $75.25 ,Headphones,3,02-11-2021,07-09-2022,164," $3,825.26 "," $1,275.09 ",2,262,36%,31,0.07,216
9786,46,Female,East Carrieburgh,High,04-12-2022, $352.42 ,Tablet,2,05-05-2022,16-06-2023,-111," $2,294.52 "," $1,147.26 ",6,59.83,47%,46,0.05,597
7171,63,Female,New Kylehaven,High,14-11-2022, $124.21 ,Camera,5,17-07-2021,30-09-2021,546," $2,939.07 ", $587.81 ,3,194.67,21%,30,0.06,236
4210,31,Male,Cookchester,Low,26-12-2022, $168.19 ,Tablet,3,16-03-2022,18-01-2023,38," $2,421.02 ", $807.01 ,1,363,75%,31,0.01,414
7610,32,Male,Porterport,Medium,28-11-2022, $260.73 ,Laptop,3,07-05-2022,12-11-2022,146," $3,364.35 "," $1,121.45 ",10,33.9,29%,2,0.1,105
7699,27,Female,North Chad,Medium,06-02-2023, $191.51 ,Laptop,4,18-08-2022,27-11-2022,172," $3,311.70 ", $827.92 ,10,28.9,38%,11,0.01,515
6906,42,Female,Brownville,Medium,21-05-2023, $277.76 ,Headphones,4,20-01-2023,18-02-2023,22," $3,756.32 ", $939.08 ,7,11,22%,49,0.08,160
3964,20,Male,New Brianna,Low,17-09-2022, $178.93 ,Headphones,4,24-08-2021,26-09-2021,619, $877.80 , $219.45 ,1,628,12%,21,0.08,589
9740,30,Male,South Alyssa,High,19-06-2023, $451.30 ,Tablet,1,25-09-2022,25-11-2022,194, $916.15 , $916.15 ,8,34.25,50%,29,0.02,573
6642,34,Male,West Nicholasberg,High,16-06-2023, $497.11 ,Tablet,1,18-02-2023,09-05-2023,-114, $342.59 , $342.59 ,1,123,80%,7,0.04,395
3611,34,Female,North Paulfurt,High,09-08-2022, $327.28 ,Tablet,2,29-03-2022,15-01-2023,157," $4,934.56 "," $2,467.28 ",9,43.56,29%,17,0.02,365
5655,60,Female,North Frank,Medium,03-09-2022, $337.54 ,Smartwatch,5,22-04-2022,25-07-2022,290," $3,159.39 ", $631.88 ,7,60.71,80%,20,0.05,162
1467,27,Male,Charlesview,High,06-12-2022, $443.46 ,Smartwatch,3,10-02-2022,22-11-2022,46," $2,181.95 ", $727.32 ,8,50.75,45%,19,0.03,72
7836,34,Male,Port Tonyview,High,15-12-2022, $60.40 ,Headphones,4,15-12-2022,22-01-2023,22," $3,766.03 ", $941.51 ,7,25.43,79%,41,0.01,273
8594,37,Female,North Alicia,Medium,18-04-2023, $123.80 ,Camera,3,12-09-2022,07-03-2023,-5," $4,119.68 "," $1,373.23 ",7,35.29,11%,25,0.02,166
7454,63,Male,West Christophermouth,High,14-04-2023, $134.99 ,Camera,5,05-09-2022,18-01-2023,73," $1,902.60 ", $380.52 ,8,14.75,40%,1,0.07,371
8264,43,Female,Robinsonberg,Low,05-07-2022, $29.79 ,Laptop,3,04-10-2022,23-01-2023,53," $3,052.24 "," $1,017.41 ",1,192,61%,19,0.08,205
9460,32,Female,South Michele,High,06-06-2023, $85.90 ,Laptop,4,27-07-2021,10-11-2022,136," $3,226.70 ", $806.67 ,6,110.17,91%,43,0.1,383
1133,41,Female,Austinmouth,Low,30-10-2022, $29.58 ,Smartphone,4,02-09-2021,07-11-2021,458, $460.81 , $115.20 ,10,60.5,43%,49,0.02,320
2396,61,Male,Jordanmouth,Medium,23-10-2022, $356.42 ,Laptop,3,30-09-2021,22-06-2023,-134," $2,406.30 ", $802.10 ,3,180.33,68%,5,0.03,146
6787,36,Female,Steventown,High,17-03-2023, $206.87 ,Camera,3,26-06-2022,13-09-2022,218," $1,544.12 ", $514.71 ,9,26,59%,8,0.1,493
7391,58,Male,North Steve,Medium,30-03-2023, $322.23 ,Headphones,1,01-07-2021,01-12-2022,166," $2,095.88 "," $2,095.88 ",10,65.3,46%,12,0.06,56
